author,body,datalegacylang,clean_text,speech_category
Millenni_alex,I do not want my military friends fighting Trump’s war. Just as it was the #chinavirus this is #trumpswar. Congrats @realDonaldTrump. You will go down as the worst president in U.S. history for being a b*tch for Israel &amp; the U.S. warmongers. Your son must be ashamed. I’m sorry.,en,i do not want my military friends fighting trumps war. just as it was the this is trumpswar. congrats . you will go down as the worst president in u.s. history for being a b*tch for israel &amp; the u.s. warmongers. your son must be ashamed. im sorry.,Hate Speech
IAmManofJustice,"#chinaVirus was planned global culling.\n\nThe weakest lost lives first, rest have their life affected/spans shortened. We will realize with time\n\nNo one escaped, even ones like me who didnt get even fever. We are all infected. The vaccine was to further screw up our immune system.",en,"was planned global culling. the weakest lost lives first, rest have their life affected/spans shortened. we will realize with time no one escaped, even ones like me who didnt get even fever. we are all infected. the vaccine was to further screw up our immune system.",Dangerous Speech
PeterVadala,". @DrOz pushing vaxes.  But can America ever trust ANY vaccines again after the #ChinaVirus scandal?  It was a betrayal of trust.  And in places like #Taxachusetts, they're still forcing doctors to eat the transsexual propaganda and lots of other politics as a condition of",en,". pushing vaxes. but can america ever trust any vaccines again after the scandal? it was a betrayal of trust. and in places like taxachusetts, they're still forcing doctors to eat the transsexual propaganda and lots of other politics as a condition of",Hate Speech
ManglaniKisore,Many things are possible to UK and US infected upon again! \n#chinavirus,en,many things are possible to uk and us infected upon again!,Hate Speech
jiffyman9,I knew the numbers were #bullshit too many people sitting at home after #ChinaVirus. They have never re-entered the work force!,en,i knew the numbers were bullshit too many people sitting at home after . they have never re-entered the work force!,Hate Speech
NicolaiofArabia,#Trump tweets on #covid as the #Chinavirus a reminder that #coronavirus saw a rise in #Sinophobia and anti #China sentiment. #XiJinping and @realDonaldTrump still have tense relations and #TrumpTariffs to address. I discuss #USA #China relations during #covid in my book with https://t.co/6lp5ZxpzgF,en,trump tweets on covid as the a reminder that coronavirus saw a rise in sinophobia and anti china sentiment. xijinping and still have tense relations and trumptariffs to address. i discuss usa china relations during covid in my book with,Hate Speech
Eco_Promos,Revenge of the #ChinaVirus.\n\n#trump #EpsteinFiles #China,en,revenge of the . trump epsteinfiles china,Hate Speech
rhenning45,I started decoupling my @chase  accounts during the #chinavirus period because of their support of the mRNA mandate and Biden.  Almost there with moving funds to a local credit union.,en,i started decoupling my accounts during the period because of their support of the mrna mandate and biden. almost there with moving funds to a local credit union.,Hate Speech
lipapelua,Can we finally call it #ChinaVirus or not yet?,en,can we finally call it or not yet?,Hate Speech
LEXIT20201,@LarryJones Once no taste &amp; No Smell #ChinaVirus,en,once no taste &amp; no smell,Hate Speech
jjtmanu,@DrRitaDed @rhumphrey2022 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡ERIC CANNOT SUE ANYONE…. IF HE HITS THE STAND HE WILL BE ARRESTED FOR TREASON #FANGFANG #CHINAVIRUS  WEIC WAS BANG BANG https://t.co/EBMdNxsg3h,en,eric cannot sue anyone. if he hits the stand he will be arrested for treason fangfang weic was bang bang,Hate Speech
jjtmanu,@Hilltop__Leader @BrianEJohnson12 @ericswalwell MAGGIE U DEPLORABLE DISGUSTING DISGRACE THAT U PROTECT ANIMALS THAT MURDER U DEM LIB TRANS SICK MENTAL YO-YOS  #FANGFANG #CHINAVIRUS #TRAITOR  and @SarahEMcBride NEEDS A PROSTATE EXAM AS CANER IS BAD IN MEN … https://t.co/MDc1IDq0P4,en,maggie u deplorable disgusting disgrace that u protect animals that murder u dem lib trans sick mental yo-yos fangfang traitor and needs a prostate exam as caner is bad in men,Hate Speech
technophile__,@WhiteHouse Is he calling #ChinaVirus third world?,en,is he calling third world?,Hate Speech
technophile__,@gauravcsawant #ChinaVirus FM was about to slap porki bootlicker @MIshaqDar50,en,fm was about to slap porki bootlicker,Hate Speech
drac1o,@zhu_jingyang Ustedes son peores... #ChinaVirus https://t.co/xU1nPjJQFE,en,ustedes son peores...,Hate Speech
MerMaid15882072,"@saveoursheriff @BobFergusonGov @AGOWA @lauriejinkins During #ChinaVirus WA citizens were vilified, harassed, ☠️threats from Left 4 not wearing😷,ME, &amp; ppl fired 4 NOT wearing 😷s, denied services!\nBut NOW those very ppl who did harassing, etc 4 not wearing a 😷, mostly @washdems  supporters vote 2 force LE 2 NOT wear 😷! \nF-ed up!",en,"during wa citizens were vilified, harassed, threats from left 4 not wearing,me, &amp; ppl fired 4 not wearing s, denied services! but now those very ppl who did harassing, etc 4 not wearing a , mostly supporters vote 2 force le 2 not wear ! f-ed up!",Hate Speech
elons_old_buddy,"@TrumpDailyPosts I got a letter from China just a few days ago,  Donny!\nIt demanded that i subscribe to Netflix and pay them in Ukraine currency,  but also that they'd accept potato  (only organic) and spring onions. Shallots are worth only half. \nWhat should i do!??\n#china\n#chinavirus\n#8647",en,"i got a letter from china just a few days ago, donny! it demanded that i subscribe to netflix and pay them in ukraine currency, but also that they'd accept potato (only organic) and spring onions. shallots are worth only half. what should i do!?? china 8647",Hate Speech
cooperdegoat33,Asian accent on a heater rn #ChinaVirus,en,asian accent on a heater rn,Hate Speech
MerMaid15882072,"@mrandystevens Perfect day! No foul play or serious episodes reported!\nWonder why..most folks there carry!😉🤷🏼‍♀️\nMy purchases..do ppl understand blk flag? Saw someone with a FU Karen patch but couldn't find 1.\nHope u had fun; haven't missed 1 yet since 2008, rain nor #ChinaVirus kept me away!🏍 https://t.co/kPAQKpc1rf",en,"perfect day! no foul play or serious episodes reported! wonder why..most folks there carry! my purchases..do ppl understand blk flag? saw someone with a fu karen patch but couldn't find 1. hope u had fun; haven't missed 1 yet since 2008, rain nor kept me away!",Hate Speech
Robskini,@TiffanyFong_ @tiffanyfong is this #MAHA ir #Chinavirus ?,en,is this maha ir ?,Hate Speech
1776P8R10T,Where were all you “free speech” liberals during all the #chinavirus silencing and cancelling?! @TheDemocrats @HouseDemocrats @SenateDems 🖕,en,where were all you free speech liberals during all the silencing and cancelling?!,Hate Speech
DrPhil_locks23,After a long day at work stop by my local Qdoda and first thing I see is a worker wearing a mask. Sweetheart covid ended 5 years ago. #megashrink #chinavirus,en,after a long day at work stop by my local qdoda and first thing i see is a worker wearing a mask. sweetheart covid ended 5 years ago. megashrink,Hate Speech
mariesf11,@CurtisSliwa AND don't forget about what he did to those people in the nursing homes in the beginning of the #chinavirus,en,and don't forget about what he did to those people in the nursing homes in the beginning of the,Hate Speech
Redbird455,@wokiepedia Cause Anthony Fauci was such a great doctor.  #WuhanFlu #ChinaVirus,en,cause anthony fauci was such a great doctor. wuhanflu,Hate Speech
jiffyman9,"@GovernorShapiro CVS, Walgreens and other drug stores were still giving out the #ChinaVirus shots to anyone that wanted that #bullshit shot",en,"cvs, walgreens and other drug stores were still giving out the shots to anyone that wanted that bullshit shot",Hate Speech
jiffyman9,@JessicaTarlov walk into any @cvspharmacy in america and get the ##ChinaVirus shot,en,walk into any in america and get the # shot,Hate Speech
rtehrani,@dez_blanchfield It is fine Dez - I was having a little fun.\n\nAbout 5 years ago I used the hashtag #Chinavirus and a firestorm erupted in Twitter.\n\nI was just wondering if anyone would notice.\n\nAnd you did - thanks for paying attention.,en,it is fine dez - i was having a little fun. about 5 years ago i used the hashtag and a firestorm erupted in twitter. i was just wondering if anyone would notice. and you did - thanks for paying attention.,Hate Speech
jiffyman9,"@usopen  @espn @potus @WhiteHouse , im glad we all finally agree the  #ChinaVirus  #Covid wasn't ever a problem,  it was a bulkshit cold!",en,", im glad we all finally agree the covid wasn't ever a problem, it was a bulkshit cold!",Hate Speech
jiffyman9,"@andrewcuomo had his chance, he blew it during ##ChinaVirus",en,"had his chance, he blew it during #",Hate Speech
MerMaid15882072,"@GordonGChang @POTUS @realDonaldTrump \nYou see the opposition of bringing 🇨🇳 SPIES, students is a good idea!!!\nDo NOT allow this!!!\nOur 🇺🇸 students can not currently compete due to #CHINAvirus becz of 🇨🇳...we 🇺🇸 MUST give our🇺🇸 students time to recover, get ahead before bringing 🇨🇳 SPIES in. https://t.co/Vb88mmqL5z",en,"you see the opposition of bringing spies, students is a good idea!!! do not allow this!!! our students can not currently compete due to becz of ...we must give our students time to recover, get ahead before bringing spies in.",Hate Speech
TamJo39,@realDonaldTrump @usedgov\n@IngrahamAngle #Agree \n\nBoo!! Give those spots to young adult Americans. #MACSA \n\nAmerican education has suffered under the #ChinaVirus and #DEI \n\nChina can educate their own. \n\n#MakeAmericanChildrenSmartAgain #MACSA\nhttps://t.co/uXlxEbpnNt,en,agree boo!! give those spots to young adult americans. macsa american education has suffered under the and dei china can educate their own. makeamericanchildrensmartagain macsa,Hate Speech
MerMaid15882072,@repAMERICANO @BrandiKruse Really!!!\nThe Dem🐀s jailed ppl during #ChinaVirus! Our @POTUS\nwas vilified &amp; almost 🔫! A nice concept in a 🌈🦄 environment...most of us live in Reality &amp; 🇺🇸! https://t.co/R5tugVFS5d,en,really!!! the dems jailed ppl during ! our was vilified &amp; almost ! a nice concept in a environment...most of us live in reality &amp; !,Hate Speech
_BranTheMan,If you took the #vaccine you should watch this #COVID #ChinaVirus 🇨🇳🦠 https://t.co/8cmEStHN7A,en,if you took the vaccine you should watch this covid,Hate Speech
jiffyman9,"@CDC can go screw themselves,  they probably gave you #chinavirus with the swab!",en,"can go screw themselves, they probably gave you with the swab!",Hate Speech
AveryAbrams,"China is splitting, crack by crack.  #ChinaVirus #Wuhan #ChinaCity \n#China #TectonicMovement \n#Earthquakes \nhttps://t.co/NMfi7fODEi",en,"china is splitting, crack by crack. wuhan chinacity china tectonicmovement earthquakes",Hate Speech
mariesf11,"""@johnrich Wow - I've heard that males are more prone to myocarditis after that #chinavirus shot - both Pfizer and Moderna  mRNA vaccines are associated with rare cases of myocarditis - they said \""shortly after\"" but hearing this - it's not good it's been a little while.....scary""",en,""" wow - i've heard that males are more prone to myocarditis after that shot - both pfizer and moderna mrna vaccines are associated with rare cases of myocarditis - they said \""shortly after\"" but hearing this - it's not good it's been a little while.....scary""",Hate Speech
whitmananalysis,"7 000 cases so far, and you can’t catch it by cough or handshake—only by a mosquito bite. Joint pain, fever, rash hit 3-5 days after the sting. Factories could slow; no global shutdown. Keep calm, use repellent, watch supply-chain headlines.\n#Chikungunya #ChinaVirus #HealthAlert https://t.co/8HG1v1W9GZ",en,"7 000 cases so far, and you cant catch it by cough or handshakeonly by a mosquito bite. joint pain, fever, rash hit 3-5 days after the sting. factories could slow; no global shutdown. keep calm, use repellent, watch supply-chain headlines. chikungunya healthalert",Hate Speech
